solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
"Becky should talk to Jim first. She should tell him that he is taking advantage of the job and if he does not fix his mistakes, she will tell Mark. If he continues to do this, she can threaten to tell Mark. She could also tell him that she does not want to be roommates with someone who keeps stealing. Again, if this keeps happening she should tell Mark and explain that he can pay him back but he can't lose the job. This way he gets talked to by more of an authority figure and he could still possibly keep his job.",3.477408,3.4499478,3.411361,3.2565653,2.9085543,2.497906,1.8058263,1.3093151,0.8440935,0.6140705,0.51603097,-0.547530519
"Becky should leave an anonymous note for Mark regarding Jim's behavior and if that doesn't work she should rat Jim out to protect herself and her job, as well as help Mark, who has already helped her so much in return.",2.6699064,2.564206,2.4123144,2.123351,1.6105057,1.1128815,0.5130528,0.3474659,0.31972465,0.34131655,0.39521876,0.598274682
Becky should do the right thing and tell Mark about the behavior so it does not end up hurting Mark in the end when it comes to his business and the profits that he makes.,2.1570337,2.059465,1.9222926,1.6791886,1.2648088,0.9734747,0.6782986,0.79297173,0.84582376,0.8917803,0.9539114,-0.852072045
I think Becky should talk to Jim about his behavior first. She should ask him why he is stealing from work and remind him about how she was arrested for stealing in the past and that it has made her life much more difficult. This may be able to discourage him from stealing from work.,3.4993942,3.4663126,3.4191897,3.2504747,2.8797154,2.436373,1.7087942,1.1938775,0.74319077,0.52447486,0.43413302,-0.527537988
Becky should suggest to Mark to set up cameras in the shop for extra security. This way Becky is not outright telling Mark that Jim is stilling but will alert Mark that something could be going on and to check the cameras to see.,2.1763988,2.1015341,1.9982989,1.8056232,1.4683692,1.2733197,1.0645564,1.1965336,1.1678442,1.1589822,1.1856749,0.922808739
"I believe that a good solution to the problem would be Becky talking to Jim before she says anything to the manager Mark. By doing this she can ask him what prompts him to act the way that he does. By talking it out with Jim, it can resolve the problems that are being performed by him. Possibly he can come to a realization that what he is doing isn't right and will stop doing what he is doing. If this dosing work out, then I believe that she should tell Mark to give him warning that he will get fired of he continues these bad actions.",3.1118345,3.064583,2.9981287,2.8180194,2.4502952,2.0709584,1.4871486,1.1593949,0.8389124,0.68619245,0.6330813,0.349906138
"Becky should tell the boss anonymously. It is more important that the boss is aware of what is going on. If Becky keeps it anonymous, their friendship most likely won't be ruined.",1.8624495,1.7697318,1.6412833,1.4249291,1.0677406,0.8957112,0.7762885,1.0521564,1.1506845,1.2102135,1.2767955,0.349906138
Becky should tell her boss about the situation but advise not to fire Jim as he helps with rent. This would peruse Mark to have Jim keep the job but also correct some behaviors because Mark values Becky and her well being,3.2865093,3.2192934,3.1220522,2.8873482,2.425677,1.8983142,1.1375794,0.6935364,0.40426287,0.28351992,0.2538549,-0.299161975
Becky can calm her emotions and reach out to him after she lets emotions out of the issue.  She will tell him that his actions are unprefessional and that if he cannot stop stealing she will report him to the police for stealing.  If he does well she will give him incentives to keep working there such as a raise.,2.9440897,2.9673882,3.0075192,2.9963005,2.899304,2.894496,2.6992216,2.545409,2.0196826,1.7159098,1.5618483,0.978981719
"Becky needs to go up to Jim and confront him about his behavior. She needs to tell him the consequences and why it is wrong. If he is not listening, then she must go to Mark",2.6936991,2.5976346,2.4600697,2.191676,1.7094407,1.2475324,0.6761777,0.50972384,0.44408542,0.4410939,0.47932893,-0.852072045
Speak to Jim himself and tell him to fix his behavior or find another job.,3.0300167,2.9928784,2.9419882,2.7891793,2.4681365,2.1615825,1.6638894,1.3915297,1.0538286,0.8843449,0.8190878,-0.852072045
"I think in this situation, something is going on with Jim, I think as a friend and roommate Becky should talk to Jim first and ask what is going on. When later explaining why he is acting like this. If he doesn't want to talk, Becky could tell the manger and explain what happened.",2.7759368,2.6899314,2.5670397,2.317049,1.8589483,1.415354,0.84350234,0.64588094,0.52855563,0.49504054,0.51460993,-0.547530519
"I think that Becky first needs to communicate with Jim and explain her story of being arrested. Providing him with background and real life experiences of the consequences of stealing may open his eyes. If that is ineffective, she should talk to Mark and together they should give Jim a sneak peak into what may happen if he continues to steal. Mark can either catch him in the act and pretend to fire him, or they can pretend to call the police. They should try to instill some sort of regret or fear so he can recognize the impacts of his actions.",3.1305015,3.1018283,3.0631328,2.9241383,2.6191437,2.3176656,1.8030845,1.4880046,1.1001995,0.9023816,0.82015693,1.608057301
"I would say the first thing that Becky should do is just let Mark know of what is going on. The goal would be to let him be aware of Jim's actions, but to also express caution with firing him due to Becky's situation and ask Mark to not show signs that she has told him about Jim because that might aggress the situation from Jim to Becky and might make things worse. After this interaction, try to get Mark to watch over Jim slightly and ask Mark to talk about Jim's behaviors with him respectfully, with an open minded attitude, and not throw around threats of firing him or anything like that. The end result, due to proper communication and appropriate manners on both Mark and Becky's side is that Jim and Mark find a common ground (i.e. Jim can take one free pizza per week).",3.491663,3.4544148,3.4010844,3.2233388,2.8389952,2.3793643,1.6381269,1.1222372,0.68739665,0.4790944,0.39542398,0.654447663
Becky needs to tell her boss about what Jim is doing. She should first talk to Jim and see if he would change his behavoir.,2.975424,2.8958232,2.7815495,2.5354083,2.072621,1.5920612,0.942424,0.64738715,0.46607506,0.4006733,0.402436,-0.852072045
"Becky could have a mature conversation with Jim about his behavior as a coworker first; but if his behavior persists, she should lightly inform Mark that Jim has been violating some rules and he should be given a couple warnings before being fired right away.",3.1187155,3.048476,2.94753,2.714946,2.2655206,1.7799422,1.0946928,0.73545283,0.49193645,0.39247808,0.37418193,-0.527537988
"take the manager shift, and make jims schedual so he never closes or is ever alone, anytime extra pizzas are made throw them out immediately.",2.7208345,2.7636204,2.8340642,2.8789573,2.8808525,3.037972,3.0431738,3.0306883,2.4856396,2.1551187,1.9802934,0.253748095
She should tell her another worker she works with the send in the complaint,1.5049536,1.4894863,1.4786019,1.4564734,1.4194117,1.7149305,2.1124656,2.6704388,2.580947,2.4897902,2.4528313,0.598274682
Becky needs to leave her boss and anonymous message about what Jim has done.,2.4502146,2.349118,2.2052102,1.9384302,1.4716979,1.0675046,0.6029419,0.5587637,0.56172395,0.5911287,0.646846,0.273740626
Becky needs to talk to her boss about Jim's behavior. She needs to realize that this job is crucial for her right now because she needs the money. She needs to speak up about the situation so her boss doesn't come questioning because knowing Jim he could try and pin it on her. Or she could talk to her boss in private and tell him to check the cameras and maybe throw in that she doesn't want Jim know she told on him.,2.8651137,2.7831874,2.6659713,2.4204586,1.9645358,1.5099175,0.9084686,0.66877335,0.518695,0.46807715,0.47782955,0.081545062
"Becky should report Jim's behavior to her boss just as it has been laid out here. Becky can discuss how Jim has unlawfully taken store materials, but needs to remain employed to pay his portion of the rent. Becky can ask Mark to address Jim and create a written agreement that will lay out the terms of termination if x,y,z, behaviors continue.",3.309141,3.2889996,3.2622128,3.1330042,2.8336382,2.5117047,1.9393677,1.540442,1.0857974,0.8528748,0.7504356,0.081545062
She could have a letter go to Jim saying that an anonymous person has realized his behavior to see if he stops before going to the boss.,2.580131,2.5595865,2.5357904,2.4446554,2.2432265,2.1604195,1.9702238,1.9551709,1.6558893,1.4856172,1.4131342,1.171177283
sit down and have a conversation and set boundaries so Jim can understand her feelings,2.080378,2.0228806,1.9461546,1.7979815,1.5348332,1.4500706,1.3657712,1.5694225,1.5017666,1.4603512,1.4643949,-0.852072045
"Becky should talk to Jim directly, addressing the problem as well as her history of shoplifting. If Jim doesn't care about the consequences it can have on her, she has to make sure to take different actions. 

Since the employer likes Becky and clearly trusts her, she could ask him for a good letter of recommendation and try to find another job. Jim will still work at the other job, and if he gets caught it is not Beckys fault anymore.",3.3446207,3.3190634,3.283983,3.1406012,2.817372,2.459217,1.8451514,1.4209559,0.9772927,0.75405306,0.65845364,0.329913607
"Becky should talk to Jim about it first and have Jim either pay it back with his work earnings on his next pay check, or just be honest with their boss and tell them that he messed up felt bad about it and wanted to pay him back through doing some overtime of some sort.",2.5065203,2.452073,2.377817,2.2137685,1.9032589,1.6914432,1.3957396,1.3784094,1.2103347,1.1257054,1.1079417,0.025372082
"Becky needs to tell Jim what he is doing is not the right thing to do. I know it's a really hard thing to do as a friend, but it is really necessary to do. If that doesn't solve the problem, she needs to talk to the manager about it so that then the manager can work and talk about it.",2.9508579,2.8532348,2.7120657,2.4263859,1.903628,1.3496752,0.6362837,0.33235693,0.2177165,0.19660833,0.22687261,-0.852072045
